"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"chrome","14","361","3762541928448","95211520","72130560","26320","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=532 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14867764449977 --metrics-shmem-handle=14316,i,5710348535998172964,7042704357028473207,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=9704 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.53125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3472","4",,"False","2025/04/18 0:05:11",,"18448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26320","26320","72130560","72130560","786192","786192","90439680","90439680","146284544","146284544","3762833072128","441720832","True","Idle","72130560","72130560","15","14",,"System.Diagnostics.ProcessThreadCollection","361","3762541928448","150577152","False",,,,"95211520","95211520",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1406250","00:00:00.5312500","00:00:00.3906250","chrome","0","","True",,
"chrome","14","281","3762479603712","56668160","22974464","22648","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=561 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868106121762 --metrics-shmem-handle=8904,i,12537745507988684621,5663824615252866941,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=15308 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.265625","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3788","4",,"False","2025/04/18 0:10:53",,"19288",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22648","22648","22974464","22974464","693136","693136","24010752","24010752","57090048","57090048","3762822062080","430710784","True","Idle","22974464","22974464","15","14",,"System.Diagnostics.ProcessThreadCollection","281","3762479603712","88252416","False",,,,"56668160","56668160",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0937500","00:00:00.2656250","00:00:00.1718750","chrome","0","","True",,
"chrome","14","448","3762568450048","103723008","50532352","28224","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=556 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868104982928 --metrics-shmem-handle=11724,i,5357150961681116059,17590851789671892207,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=8428 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.78125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3812","4",,"False","2025/04/18 0:10:52",,"19408",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28224","28224","50532352","50532352","850280","850280","71868416","71868416","128126976","128126976","3762598080512","206729216","True","Idle","50532352","50532352","15","14",,"System.Diagnostics.ProcessThreadCollection","448","3762568450048","177098752","False",,,,"103723008","103723008",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.2187500","00:00:01.7812500","00:00:01.5625000","chrome","0","","True",,
"chrome","14","269","3762479722496","73740288","35409920","22648","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=553 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868094037304 --metrics-shmem-handle=5876,i,1069621715723434573,5994183992474479977,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=13852 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.3125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3860","4",,"False","2025/04/18 0:10:41",,"19596",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22648","22648","35409920","35409920","689272","689272","56987648","56987648","87109632","87109632","3762830712832","439361536","True","Idle","35409920","35409920","15","14",,"System.Diagnostics.ProcessThreadCollection","269","3762479722496","88371200","False",,,,"73740288","73740288",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0312500","00:00:00.3125000","00:00:00.2812500","chrome","0","","True",,
"chrome","14","302","3764232826880","57430016","31657984","26776","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=476 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14866486251573 --metrics-shmem-handle=9344,i,7768372919065412613,7823294496711765227,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=14608 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.59375","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3916","4",,"False","2025/04/17 23:43:53",,"19640",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26776","26776","31657984","31657984","693144","693144","37912576","37912576","69640192","69640192","3765983944704","-702373888","True","Idle","31657984","31657984","15","14",,"System.Diagnostics.ProcessThreadCollection","302","3764232826880","1841475584","False",,,,"57430016","57430016",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1406250","00:00:00.5937500","00:00:00.4531250","chrome","0","","True",,
"chrome","14","416","3764332826624","154382336","85741568","31808","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=597 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868528106325 --metrics-shmem-handle=4748,i,5291809010586736565,11185553067461558907,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=15168 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","5.640625","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3804","4",,"False","2025/04/18 0:17:55",,"19728",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31808","31808","85741568","85741568","847496","847496","105754624","105754624","166289408","166289408","3764341215232","1949863936","True","Idle","85741568","85741568","15","14",,"System.Diagnostics.ProcessThreadCollection","416","3764332826624","1941475328","False",,,,"154382336","154382336",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:04.4218750","00:00:05.6406250","00:00:01.2187500","chrome","0","","True",,
"chrome","14","185","2341260935168","16891904","7798784","14136","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ja --service-sandbox-type=service --no-pre-read-main-dll --metrics-shmem-handle=11636,i,12051291947559157751,8551453297420538606,524288 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=9700 /prefetch:14","System.Diagnostics.Process (chrome)","Google LLC","0.03125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3948","8",,"False","2025/04/18 0:10:52",,"21524",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14136","14136","7798784","7798784","668816","668816","7913472","7913472","16994304","16994304","2341294489600","537313280","True","Normal","7798784","7798784","15","14",,"System.Diagnostics.ProcessThreadCollection","185","2341260935168","503758848","False",,,,"16891904","16891904",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","chrome","0","","True",,
"chrome","14","382","3764302663680","149016576","83144704","30248","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=576 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868271915394 --metrics-shmem-handle=10332,i,12702275937618484174,14899964583728132065,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=14668 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.53125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3944","4",,"False","2025/04/18 0:13:39",,"21656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30248","30248","83144704","83144704","788584","788584","106844160","106844160","171716608","171716608","3764319244288","1927892992","True","Idle","83144704","83144704","15","14",,"System.Diagnostics.ProcessThreadCollection","382","3764302663680","1911312384","False",,,,"149016576","149016576",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.7656250","00:00:01.5312500","00:00:00.7656250","chrome","0","","True",,
"chrome","14","621","3762664370176","190107648","127995904","39440","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=474 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868103724743 --metrics-shmem-handle=5032,i,8766344419788789903,11835917379463210215,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=12752 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","5.703125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3304","4",,"False","2025/04/18 0:10:51",,"21800",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39440","39440","127995904","127995904","968120","968120","203649024","203649024","279523328","279523328","3764449468416","2058117120","True","Idle","127995904","127995904","15","14",,"System.Diagnostics.ProcessThreadCollection","621","3762664370176","273018880","False",,,,"190107648","190107648",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.4843750","00:00:05.7031250","00:00:05.2187500","chrome","0","","True",,
"chrome","14","263","2306917961728","15560704","8466432","17400","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ja --service-sandbox-type=audio --no-pre-read-main-dll --metrics-shmem-handle=8632,i,915639636047126967,6575213810499007677,524288 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=8636 /prefetch:12","System.Diagnostics.Process (chrome)","Google LLC","11.890625","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4036","8",,"False","2025/04/13 14:04:57",,"23428",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17400","17400","8466432","8466432","693840","693840","8765440","8765440","22757376","22757376","2307002040320","604602368","True","Normal","8466432","8466432","15","14",,"System.Diagnostics.ProcessThreadCollection","263","2306917961728","520523776","False",,,,"15560704","15560704",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:03","00:00:11.8906250","00:00:08.8906250","chrome","0","","True",,
"chrome","14","609","3762667581440","191197184","117284864","39576","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=583 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868351923704 --metrics-shmem-handle=11180,i,4646706145961667577,14180903839402335830,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=11072 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","7.21875","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4084","4",,"False","2025/04/18 0:14:59",,"23992",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39576","39576","117284864","117284864","966200","966200","190894080","190894080","272252928","272252928","3762830712832","439361536","True","Idle","117284864","117284864","15","14",,"System.Diagnostics.ProcessThreadCollection","609","3762667581440","276230144","False",,,,"191197184","191197184",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:03.2656250","00:00:07.2187500","00:00:03.9531250","chrome","0","","True",,
